_id/$oid,country,date/$date,keyword,lang,__v,absolute,difficult,normalized,similarWord,traffic
63482d42029a762ebdfa0d67,br,2022-10-02T00:00:00.000+0000,FAZER AVATAR,pt-BR,0,5000,0,99,fazer avatar,0.5
63482d42029a762ebdfa0d5d,br,2022-10-02T00:00:00.000+0000,SOFÁ BLACK FRIDAY,pt-BR,0,50,0,86,sofá black friday,0
63482d42029a762ebdfa0d5f,br,2022-10-02T00:00:00.000+0000,DIA DAS MAES,pt-BR,0,50000,0,99,dia das maes,5
63482d42029a762ebdfa0d65,br,2022-10-02T00:00:00.000+0000,COMPRAR SAPATILHAS,pt-BR,0,500,0,98,comprar sapatilhas,0.1
63482d42029a762ebdfa0d64,br,2022-10-02T00:00:00.000+0000,CRÉDITO CONSIGNADO,pt-BR,0,50000,0,99,crédito consignado,5
63482d42029a762ebdfa0d69,br,2022-10-02T00:00:00.000+0000,CARTÃO INTER,pt-BR,0,50000,0,99,cartão inter,5
63482d42029a762ebdfa0d72,br,2022-10-02T00:00:00.000+0000,PASTEL DELIVERY,pt-BR,0,5000,0,99,pastel delivery,0.5
63482d42029a762ebdfa0d70,br,2022-10-02T00:00:00.000+0000,APP TROCAR PONTOS,pt-BR,0,50,0,86,app trocar pontos,0
63482d42029a762ebdfa0d6e,br,2022-10-02T00:00:00.000+0000,MARMITA ENTREGA,pt-BR,0,500,0,98,marmita entrega,0.1
63482d42029a762ebdfa0d79,br,2022-10-02T00:00:00.000+0000,LOJA VIRTUAL,pt-BR,0,50000,0,99,loja virtual,5
63482d42029a762ebdfa0d75,br,2022-10-02T00:00:00.000+0000,BERMUDA MASCULINA,pt-BR,0,50000,0,99,bermuda masculina,5
63482d42029a762ebdfa0d7d,br,2022-10-02T00:00:00.000+0000,PIZZA ONLINE,pt-BR,0,500,0,98,pizza online,0.1
63482d42029a762ebdfa0d74,br,2022-10-02T00:00:00.000+0000,DROGARIAS,pt-BR,0,500000,0,100,drogarias,50
63482d42029a762ebdfa0d7b,br,2022-10-02T00:00:00.000+0000,APP GUARDAR DINHEIRO,pt-BR,0,50,0,86,app guardar dinheiro,0
63482d43029a762ebdfa0db2,br,2022-10-02T00:00:00.000+0000,99TXI,pt-BR,0,0,0,0,99txi,0
63482d43029a762ebdfa0db3,br,2022-10-02T00:00:00.000+0000,BANCO DIGITAL PJ,pt-BR,0,5000,0,99,banco digital pj,0.5
63482d43029a762ebdfa0db4,br,2022-10-02T00:00:00.000+0000,COLCHÃO BLACK FRIDAY,pt-BR,0,50,0,86,colchão black friday,0
63482d43029a762ebdfa0dba,br,2022-10-02T00:00:00.000+0000,PEDIR CARTÃO DE CRÉDITO,pt-BR,0,50000,0,99,pedir cartão de crédito,5
63482d43029a762ebdfa0db8,br,2022-10-02T00:00:00.000+0000,ALUGUEL CASA,pt-BR,0,50000,0,99,aluguel casa,5
63482d43029a762ebdfa0dbb,br,2022-10-02T00:00:00.000+0000,COMPRAR NO CRÉDITO,pt-BR,0,500,0,98,comprar no crédito,0.1
63482d43029a762ebdfa0dbd,br,2022-10-02T00:00:00.000+0000,GOIÁS,pt-BR,0,5000000,0,100,goiás,500
63482d43029a762ebdfa0dbf,br,2022-10-02T00:00:00.000+0000,DÉBITOS DO VEÍCULO,pt-BR,0,5000,0,99,débitos do veículo,0.5
63482d43029a762ebdfa0dc0,br,2022-10-02T00:00:00.000+0000,EVENTOS SAÚDE,pt-BR,0,500,0,98,eventos saúde,0.1
63482d59029a762ebdfa10cb,br,2022-10-02T00:00:00.000+0000,2A VIA CARTÃO,pt-BR,0,50,0,86,2a via cartão,0
63482d59029a762ebdfa10cd,br,2022-10-02T00:00:00.000+0000,PLANO ODONTOLÓGICO COMPLETO,pt-BR,0,5000,0,99,plano odontológico completo,0.5
